Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
010,1975,.,100.00,21.28,19.93
010,1976,6.73,106.73,22.71,21.27
010,1977,9.01,116.35,24.76,23.19
010,1978,12.62,131.03,27.88,26.11
010,1979,14.92,150.58,32.04,30.01
010,1980,13.00,170.15,36.21,33.91
010,1981,1.03,171.91,36.58,34.26
010,1982,14.50,196.85,41.89,39.23
010,1983,9.20,214.95,45.74,42.84
010,1984,16.84,251.16,53.44,50.06
010,1985,13.73,285.65,60.78,56.93
010,1986,15.42,329.71,70.16,65.71
010,1987,22.57,404.12,85.99,80.54
010,1988,15.94,468.52,99.70,93.38
010,1989,2.59,480.65,102.28,95.80
010,1990,-2.23,469.94,100.00,93.66
010,1991,-3.35,454.19,96.65,90.52
010,1992,-2.08,444.77,94.64,88.65
010,1993,-1.49,438.12,93.23,87.32
010,1994,-1.37,432.14,91.96,86.13
010,1995,-0.44,430.25,91.55,85.75
010,1996,1.43,436.38,92.86,86.97
010,1997,1.44,442.65,94.19,88.22
010,1998,2.73,454.75,96.77,90.64
010,1999,3.14,469.02,99.80,93.48
010,2000,6.98,501.74,106.77,100.00
010,2001,6.57,534.69,113.78,106.57
010,2002,8.85,581.99,123.84,115.99
010,2003,7.69,626.75,133.37,124.92
010,2004,13.10,708.84,150.84,141.28
010,2005,13.03,801.18,170.49,159.68
010,2006,4.72,839.02,178.54,167.22
010,2007,0.53,843.47,179.49,168.11
010,2008,-3.13,817.08,173.87,162.85
010,2009,-4.26,782.29,166.47,155.92
010,2010,-2.10,765.87,162.97,152.64
010,2011,-2.73,744.99,158.53,148.48
010,2012,-2.05,729.75,155.29,145.45
010,2013,-0.22,728.12,154.94,145.12
010,2014,1.09,736.02,156.62,146.69
010,2015,2.04,751.03,159.81,149.69
010,2016,1.70,763.82,162.54,152.23
010,2017,3.00,786.76,167.42,156.81
010,2018,4.37,821.13,174.73,163.66
010,2019,3.62,850.81,181.05,169.57
010,2020,4.18,886.35,188.61,176.66
010,2021,11.50,988.27,210.30,196.97
010,2022,12.31,1109.93,236.19,221.22
010,2023,6.74,1184.68,252.09,236.12
011,1975,.,100.00,18.19,19.48
011,1976,16.25,116.25,21.14,22.64
011,1977,0.08,116.34,21.16,22.66
011,1978,20.94,140.70,25.59,27.40
011,1979,17.34,165.10,30.03,32.15
011,1980,4.43,172.41,31.36,33.58
011,1981,13.82,196.25,35.69,38.22
011,1982,8.14,212.22,38.59,41.33
011,1983,13.23,240.29,43.70,46.80
011,1984,17.01,281.15,51.13,54.76
011,1985,19.48,335.91,61.09,65.42
011,1986,18.30,397.38,72.27,77.39
011,1987,20.33,478.17,86.96,93.13
011,1988,14.67,548.33,99.72,106.79
011,1989,4.73,574.27,104.44,111.84
011,1990,-4.25,549.87,100.00,107.09
011,1991,-5.37,520.36,94.63,101.34
011,1992,-2.96,504.98,91.84,98.35
011,1993,-4.49,482.28,87.71,93.93
011,1994,-4.71,459.59,83.58,89.51
011,1995,-6.02,431.94,78.55,84.12
011,1996,1.39,437.96,79.65,85.29
011,1997,0.64,440.78,80.16,85.84
011,1998,6.52,469.50,85.38,91.44
011,1999,2.45,480.99,87.47,93.67
011,2000,6.75,513.47,93.38,100.00
011,2001,8.18,555.49,101.02,108.18
011,2002,10.35,612.98,111.48,119.38
011,2003,8.15,662.94,120.56,129.11
011,2004,10.99,735.76,133.81,143.29
011,2005,12.08,824.61,149.96,160.59
011,2006,5.64,871.11,158.42,169.65
011,2007,-1.01,862.28,156.82,167.93
011,2008,-5.63,813.72,147.98,158.47
011,2009,-5.41,769.69,139.98,149.90
011,2010,-1.41,758.81,138.00,147.78
011,2011,-3.35,733.40,133.38,142.83
011,2012,-3.34,708.92,128.93,138.06
011,2013,-0.96,702.13,127.69,136.74
011,2014,2.26,718.00,130.58,139.83
011,2015,3.19,740.94,134.75,144.30
011,2016,1.46,751.77,136.72,146.41
011,2017,5.79,795.31,144.64,154.89
011,2018,6.40,846.22,153.90,164.80
011,2019,4.44,883.77,160.72,172.12
011,2020,5.71,934.27,169.91,181.95
011,2021,14.89,1073.39,195.21,209.05
011,2022,15.68,1241.71,225.82,241.83
011,2023,5.37,1308.36,237.94,254.81
012,1980,.,100.00,38.38,37.76
012,1981,10.60,110.60,42.45,41.77
012,1982,-3.54,106.68,40.95,40.29
012,1983,11.79,119.26,45.78,45.04
012,1984,27.66,152.25,58.44,57.49
012,1985,16.50,177.37,68.08,66.98
012,1986,13.92,202.06,77.56,76.30
012,1987,14.07,230.49,88.47,87.04
012,1988,11.98,258.11,99.07,97.47
012,1989,2.73,265.16,101.78,100.13
012,1990,-1.75,260.53,100.00,98.38
012,1991,-7.22,241.72,92.78,91.28
012,1992,-5.55,228.30,87.63,86.21
012,1993,-0.43,227.31,87.25,85.84
012,1994,0.07,227.48,87.31,85.90
012,1995,0.11,227.72,87.41,85.99
012,1996,1.96,232.19,89.12,87.68
012,1997,2.38,237.71,91.24,89.77
012,1998,1.18,240.51,92.32,90.82
012,1999,2.81,247.27,94.91,93.37
012,2000,7.10,264.82,101.65,100.00
012,2001,7.48,284.63,109.25,107.48
012,2002,6.84,304.11,116.73,114.84
012,2003,7.37,326.51,125.33,123.30
012,2004,11.15,362.91,139.30,137.04
012,2005,13.07,410.35,157.51,154.96
012,2006,7.47,441.00,169.27,166.53
012,2007,1.03,445.52,171.01,168.24
012,2008,-0.73,442.28,169.76,167.02
012,2009,-3.63,426.22,163.60,160.95
012,2010,-2.46,415.76,159.58,157.00
012,2011,-2.33,406.06,155.86,153.34
012,2012,-2.29,396.75,152.29,149.82
012,2013,-0.32,395.48,151.80,149.34
012,2014,-1.11,391.09,150.11,147.68
012,2015,1.22,395.84,151.94,149.48
012,2016,1.08,400.11,153.58,151.09
012,2017,0.44,401.87,154.25,151.75
012,2018,6.87,429.47,164.85,162.18
012,2019,1.97,437.93,168.09,165.37
012,2020,3.79,454.53,174.46,171.64
012,2021,13.48,515.81,197.99,194.78
012,2022,13.89,587.44,225.48,221.83
012,2023,12.43,660.44,253.50,249.40
013,1985,.,100.00,59.92,54.70
013,1986,16.87,116.87,70.03,63.92
013,1987,23.05,143.80,86.17,78.65
013,1988,15.60,166.23,99.61,90.92
013,1989,4.35,173.47,103.95,94.88
013,1990,-3.80,166.89,100.00,91.28
013,1991,-4.44,159.47,95.56,87.22
013,1992,-2.66,155.23,93.01,84.90
013,1993,-2.60,151.19,90.60,82.70
013,1994,-1.69,148.64,89.07,81.30
013,1995,0.06,148.73,89.12,81.35
013,1996,0.64,149.69,89.69,81.87
013,1997,1.41,151.80,90.96,83.03
013,1998,5.69,160.44,96.14,87.75
013,1999,1.47,162.79,97.55,89.04
013,2000,12.31,182.83,109.55,100.00
013,2001,4.67,191.37,114.67,104.67
013,2002,10.20,210.89,126.37,115.35
013,2003,8.00,227.76,136.48,124.57
013,2004,15.73,263.60,157.95,144.17
013,2005,12.31,296.05,177.40,161.93
013,2006,4.26,308.65,184.94,168.82
013,2007,-2.35,301.40,180.60,164.85
013,2008,-4.58,287.59,172.33,157.30
013,2009,-3.69,276.99,165.98,151.50
013,2010,-2.69,269.54,161.51,147.42
013,2011,-2.44,262.97,157.57,143.83
013,2012,-3.19,254.58,152.54,139.24
013,2013,0.64,256.21,153.52,140.13
013,2014,1.41,259.84,155.69,142.12
013,2015,-1.36,256.31,153.58,140.19
013,2016,3.82,266.10,159.45,145.55
013,2017,3.39,275.14,164.86,150.49
013,2018,8.06,297.30,178.15,162.61
013,2019,1.59,302.02,180.97,165.19
013,2020,5.65,319.10,191.20,174.53
013,2021,14.81,366.37,219.53,200.39
013,2022,11.14,407.20,244.00,222.72
013,2023,8.83,443.15,265.54,242.38
014,1975,.,100.00,20.90,16.38
014,1976,11.33,111.33,23.27,18.24
014,1977,10.75,123.30,25.77,20.20
014,1978,12.87,139.16,29.08,22.80
014,1979,10.15,153.29,32.04,25.11
014,1980,14.91,176.14,36.81,28.85
014,1981,14.62,201.90,42.20,33.07
014,1982,10.03,222.15,46.43,36.39
014,1983,2.36,227.39,47.52,37.25
014,1984,25.89,286.26,59.83,46.89
014,1985,22.13,349.62,73.07,57.27
014,1986,22.27,427.48,89.34,70.02
014,1987,11.46,476.47,99.58,78.05
014,1988,5.72,503.71,105.27,82.51
014,1989,0.82,507.82,106.13,83.19
014,1990,-5.78,478.48,100.00,78.38
014,1991,-6.25,448.57,93.75,73.48
014,1992,-2.32,438.17,91.58,71.78
014,1993,-1.64,431.00,90.08,70.60
014,1994,-1.94,422.65,88.33,69.23
014,1995,1.25,427.92,89.43,70.10
014,1996,4.00,445.05,93.01,72.90
014,1997,3.39,460.14,96.17,75.38
014,1998,6.40,489.60,102.32,80.20
014,1999,7.43,525.97,109.93,86.16
014,2000,16.06,610.47,127.59,100.00
014,2001,11.79,682.44,142.63,111.79
014,2002,9.76,749.06,156.55,122.70
014,2003,7.31,803.82,168.00,131.67
014,2004,9.90,883.38,184.62,144.70
014,2005,9.33,965.78,201.85,158.20
014,2006,1.81,983.27,205.50,161.07
014,2007,-4.35,940.53,196.57,154.07
014,2008,-6.51,879.26,183.76,144.03
014,2009,-7.70,811.51,169.60,132.93
014,2010,-3.48,783.31,163.71,128.31
014,2011,-3.44,756.38,158.08,123.90
014,2012,-3.09,732.99,153.19,120.07
014,2013,0.34,735.49,153.72,120.48
014,2014,4.45,768.21,160.55,125.84
014,2015,3.21,792.90,165.71,129.88
014,2016,4.66,829.87,173.44,135.94
014,2017,5.92,878.99,183.71,143.99
014,2018,5.45,926.90,193.72,151.83
014,2019,5.04,973.61,203.48,159.48
014,2020,4.12,1013.70,211.86,166.05
014,2021,13.67,1152.29,240.83,188.75
014,2022,15.00,1325.15,276.95,217.07
014,2023,8.95,1443.78,301.75,236.50
015,1975,.,100.00,21.75,16.96
015,1976,6.41,106.41,23.15,18.05
015,1977,13.31,120.58,26.23,20.45
015,1978,10.30,132.99,28.93,22.55
015,1979,17.27,155.97,33.93,26.45
015,1980,14.98,179.34,39.01,30.41
015,1981,10.04,197.34,42.93,33.46
015,1982,9.00,215.09,46.79,36.47
015,1983,3.26,222.11,48.32,37.66
015,1984,22.75,272.63,59.31,46.23
015,1985,22.85,334.93,72.86,56.79
015,1986,21.76,407.81,88.72,69.15
015,1987,12.20,457.59,99.54,77.59
015,1988,5.46,482.57,104.98,81.83
015,1989,0.50,484.97,105.50,82.24
015,1990,-5.21,459.68,100.00,77.95
015,1991,-5.28,435.39,94.72,73.83
015,1992,-1.27,429.86,93.51,72.89
015,1993,-1.23,424.57,92.36,72.00
015,1994,0.29,425.80,92.63,72.20
015,1995,1.78,433.37,94.27,73.49
015,1996,2.06,442.29,96.22,75.00
015,1997,3.72,458.74,99.79,77.79
015,1998,4.52,479.46,104.30,81.30
015,1999,6.57,510.95,111.15,86.64
015,2000,15.42,589.71,128.29,100.00
015,2001,11.44,657.15,142.96,111.44
015,2002,11.15,730.40,158.89,123.86
015,2003,7.59,785.81,170.95,133.25
015,2004,10.48,868.14,188.85,147.21
015,2005,9.73,952.64,207.24,161.54
015,2006,1.41,966.04,210.15,163.81
015,2007,-3.59,931.35,202.61,157.93
015,2008,-5.54,879.74,191.38,149.18
015,2009,-6.89,819.10,178.19,138.90
015,2010,-2.57,798.05,173.61,135.33
015,2011,-3.58,769.48,167.39,130.48
015,2012,-1.64,756.89,164.65,128.35
015,2013,0.52,760.81,165.51,129.01
015,2014,4.03,791.44,172.17,134.21
015,2015,3.00,815.17,177.33,138.23
015,2016,3.63,844.79,183.78,143.25
015,2017,5.04,887.35,193.04,150.47
015,2018,5.30,934.35,203.26,158.44
015,2019,3.74,969.28,210.86,164.36
015,2020,3.58,1003.99,218.41,170.25
015,2021,12.48,1129.26,245.66,191.49
015,2022,13.26,1279.00,278.23,216.89
015,2023,8.57,1388.58,302.07,235.47
016,1977,.,100.00,19.50,17.16
016,1978,38.05,138.05,26.92,23.69
016,1979,9.87,151.67,29.58,26.03
016,1980,18.74,180.09,35.12,30.91
016,1981,6.07,191.02,37.26,32.78
016,1982,10.53,211.13,41.18,36.23
016,1983,8.98,230.10,44.88,39.49
016,1984,28.15,294.87,57.51,50.60
016,1985,23.87,365.25,71.24,62.68
016,1986,21.76,444.72,86.73,76.32
016,1987,13.60,505.22,98.53,86.70
016,1988,4.65,528.71,103.12,90.73
016,1989,0.75,532.67,103.89,91.41
016,1990,-3.74,512.73,100.00,87.99
016,1991,-4.46,489.85,95.54,84.07
016,1992,-2.43,477.93,93.21,82.02
016,1993,-3.21,462.59,90.22,79.39
016,1994,-5.61,436.64,85.16,74.93
016,1995,-1.65,429.46,83.76,73.70
016,1996,3.52,444.59,86.71,76.30
016,1997,2.08,453.84,88.51,77.89
016,1998,6.09,481.50,93.91,82.63
016,1999,5.59,508.40,99.15,87.25
016,2000,14.62,582.70,113.65,100.00
016,2001,12.41,655.03,127.75,112.41
016,2002,13.93,746.24,145.54,128.07
016,2003,9.75,819.03,159.74,140.56
016,2004,12.93,924.94,180.39,158.73
016,2005,9.49,1012.67,197.50,173.79
016,2006,1.20,1024.87,199.88,175.88
016,2007,-4.50,978.78,190.89,167.97
016,2008,-8.40,896.58,174.86,153.87
016,2009,-8.24,822.68,160.45,141.18
016,2010,-2.71,800.38,156.10,137.36
016,2011,-5.83,753.69,146.99,129.34
016,2012,-2.88,731.99,142.76,125.62
016,2013,1.66,744.17,145.14,127.71
016,2014,3.05,766.84,149.56,131.60
016,2015,4.40,800.60,156.14,137.39
016,2016,4.03,832.88,162.44,142.93
016,2017,7.13,892.26,174.02,153.12
016,2018,7.24,956.84,186.62,164.21
016,2019,6.16,1015.79,198.11,174.32
016,2020,6.32,1079.97,210.63,185.34
016,2021,14.63,1237.94,241.44,212.45
016,2022,13.14,1400.63,273.17,240.37
016,2023,10.78,1551.55,302.60,266.27
017,1975,.,100.00,23.22,15.85
017,1976,-1.07,98.93,22.97,15.68
017,1977,7.15,106.00,24.61,16.80
017,1978,16.24,123.21,28.61,19.53
017,1979,24.37,153.23,35.58,24.29
017,1980,10.02,168.58,39.15,26.72
017,1981,16.43,196.27,45.58,31.11
017,1982,2.49,201.16,46.71,31.88
017,1983,6.65,214.53,49.82,34.00
017,1984,28.22,275.08,63.88,43.60
017,1985,23.28,339.13,78.75,53.75
017,1986,17.90,399.84,92.85,63.37
017,1987,9.34,437.18,101.52,69.29
017,1988,5.09,459.42,106.68,72.81
017,1989,-0.58,456.77,106.07,72.39
017,1990,-5.72,430.65,100.00,68.25
017,1991,-5.43,407.27,94.57,64.55
017,1992,-0.43,405.51,94.16,64.27
017,1993,0.39,407.09,94.53,64.52
017,1994,2.43,416.97,96.82,66.08
017,1995,3.05,429.70,99.78,68.10
017,1996,3.12,443.11,102.89,70.23
017,1997,5.31,466.63,108.35,73.95
017,1998,5.85,493.92,114.69,78.28
017,1999,8.82,537.47,124.81,85.18
017,2000,17.40,630.97,146.52,100.00
017,2001,11.36,702.63,163.16,111.36
017,2002,8.50,762.34,177.02,120.82
017,2003,5.38,803.33,186.54,127.32
017,2004,7.97,867.39,201.42,137.47
017,2005,9.78,952.24,221.12,150.92
017,2006,-0.50,947.46,220.01,150.16
017,2007,-3.28,916.39,212.79,145.24
017,2008,-4.05,879.29,204.18,139.36
017,2009,-4.98,835.48,194.01,132.41
017,2010,-1.66,821.64,190.79,130.22
017,2011,-1.51,809.24,187.91,128.25
017,2012,-0.87,802.18,186.27,127.13
017,2013,2.51,822.30,190.95,130.32
017,2014,5.89,870.70,202.19,137.99
017,2015,2.99,896.72,208.23,142.12
017,2016,4.24,934.71,217.05,148.14
017,2017,5.27,984.00,228.49,155.95
017,2018,4.78,1031.06,239.42,163.41
017,2019,3.17,1063.75,247.01,168.59
017,2020,2.42,1089.53,253.00,172.68
017,2021,9.94,1197.85,278.15,189.84
017,2022,13.96,1365.02,316.97,216.34
017,2023,8.32,1478.61,343.35,234.34
018,1975,.,100.00,23.87,16.69
018,1976,-2.56,97.44,23.26,16.26
018,1977,9.60,106.79,25.49,17.82
018,1978,8.44,115.80,27.64,19.33
018,1979,24.14,143.75,34.31,23.99
018,1980,9.88,157.96,37.70,26.36
018,1981,15.39,182.26,43.50,30.42
018,1982,3.38,188.42,44.98,31.45
018,1983,6.85,201.34,48.06,33.60
018,1984,27.85,257.40,61.44,42.96
018,1985,24.78,321.18,76.66,53.60
018,1986,19.10,382.53,91.31,63.84
018,1987,10.21,421.57,100.62,70.36
018,1988,4.40,440.13,105.05,73.46
018,1989,-0.59,437.54,104.44,73.02
018,1990,-4.25,418.95,100.00,69.92
018,1991,-6.57,391.42,93.43,65.33
018,1992,-0.96,387.67,92.53,64.70
018,1993,-0.23,386.80,92.33,64.56
018,1994,0.52,388.82,92.81,64.89
018,1995,2.54,398.69,95.16,66.54
018,1996,4.03,414.76,99.00,69.22
018,1997,5.03,435.61,103.98,72.70
018,1998,7.25,467.18,111.51,77.97
018,1999,9.12,509.77,121.68,85.08
018,2000,17.54,599.17,143.02,100.00
018,2001,11.45,667.79,159.40,111.45
018,2002,10.47,737.73,176.09,123.13
018,2003,6.33,784.41,187.23,130.92
018,2004,9.09,855.67,204.24,142.81
018,2005,9.06,933.21,222.75,155.75
018,2006,0.07,933.86,222.91,155.86
018,2007,-3.93,897.18,214.15,149.74
018,2008,-4.30,858.58,204.94,143.30
018,2009,-5.49,811.46,193.69,135.43
018,2010,-1.34,800.56,191.09,133.61
018,2011,-1.92,785.23,187.43,131.05
018,2012,-1.06,776.90,185.44,129.66
018,2013,2.60,797.07,190.26,133.03
018,2014,6.25,846.92,202.15,141.35
018,2015,3.70,878.25,209.63,146.58
018,2016,5.16,923.53,220.44,154.14
018,2017,6.68,985.18,235.15,164.42
018,2018,5.08,1035.19,247.09,172.77
018,2019,4.31,1079.82,257.75,180.22
018,2020,3.02,1112.43,265.53,185.66
018,2021,10.80,1232.55,294.20,205.71
018,2022,13.55,1399.61,334.08,233.59
018,2023,6.30,1487.79,355.12,248.31
019,1975,.,100.00,24.95,17.23
019,1976,7.10,107.10,26.72,18.45
019,1977,-5.68,101.01,25.20,17.40
019,1978,8.99,110.09,27.47,18.97
019,1979,18.34,130.28,32.50,22.45
019,1980,9.47,142.62,35.58,24.57
019,1981,16.38,165.98,41.41,28.60
019,1982,5.52,175.15,43.70,30.18
019,1983,8.54,190.10,47.43,32.76
019,1984,27.97,243.26,60.69,41.92
019,1985,24.91,303.87,75.81,52.36
019,1986,20.18,365.19,91.11,62.92
019,1987,10.77,404.53,100.93,69.70
019,1988,4.52,422.80,105.49,72.85
019,1989,-0.33,421.40,105.13,72.61
019,1990,-4.88,400.82,100.00,69.06
019,1991,-5.89,377.20,94.11,64.99
019,1992,-1.65,370.98,92.56,63.92
019,1993,-0.29,369.89,92.28,63.73
019,1994,0.81,372.90,93.03,64.25
019,1995,2.97,383.97,95.80,66.16
019,1996,4.10,399.71,99.72,68.87
019,1997,5.20,420.51,104.91,72.46
019,1998,6.88,449.44,112.13,77.44
019,1999,9.46,491.95,122.74,84.77
019,2000,17.97,580.36,144.80,100.00
019,2001,11.53,647.28,161.49,111.53
019,2002,10.64,716.14,178.67,123.39
019,2003,6.96,766.00,191.11,131.99
019,2004,9.15,836.11,208.60,144.07
019,2005,8.45,906.78,226.23,156.24
019,2006,-0.02,906.60,226.19,156.21
019,2007,-3.33,876.40,218.66,151.01
019,2008,-4.87,833.76,208.01,143.66
019,2009,-6.00,783.74,195.54,135.04
019,2010,-2.54,763.80,190.56,131.61
019,2011,-1.97,748.78,186.81,129.02
019,2012,-0.97,741.50,185.00,127.77
019,2013,2.68,761.38,189.96,131.19
019,2014,5.98,806.88,201.31,139.03
019,2015,3.94,838.63,209.23,144.50
019,2016,5.71,886.55,221.19,152.76
019,2017,7.06,949.11,236.79,163.54
019,2018,5.87,1004.83,250.70,173.14
019,2019,4.66,1051.64,262.37,181.20
019,2020,3.18,1085.13,270.73,186.97
019,2021,10.75,1201.79,299.84,207.08
019,2022,12.58,1353.02,337.57,233.13
019,2023,6.88,1446.16,360.80,249.18
020,1975,.,100.00,23.21,15.82
020,1976,6.33,106.33,24.68,16.83
020,1977,-0.41,105.89,24.58,16.76
020,1978,11.89,118.48,27.50,18.75
020,1979,17.90,139.68,32.42,22.10
020,1980,11.97,156.40,36.30,24.75
020,1981,18.14,184.76,42.88,29.24
020,1982,1.79,188.07,43.65,29.76
020,1983,8.38,203.82,47.31,32.25
020,1984,24.26,253.27,58.78,40.08
020,1985,25.98,319.06,74.06,50.49
020,1986,19.69,381.88,88.64,60.43
020,1987,12.32,428.91,99.55,67.87
020,1988,5.20,451.24,104.73,71.40
020,1989,0.02,451.33,104.76,71.42
020,1990,-4.54,430.84,100.00,68.18
020,1991,-5.54,406.95,94.46,64.40
020,1992,-0.57,404.63,93.92,64.03
020,1993,0.52,406.75,94.41,64.37
020,1994,1.89,414.43,96.19,65.58
020,1995,4.01,431.04,100.05,68.21
020,1996,3.04,444.14,103.09,70.28
020,1997,4.35,463.45,107.57,73.34
020,1998,6.21,492.25,114.26,77.89
020,1999,9.18,537.44,124.74,85.05
020,2000,17.58,631.94,146.68,100.00
020,2001,11.28,703.25,163.23,111.28
020,2002,10.55,777.43,180.45,123.02
020,2003,7.58,836.37,194.13,132.35
020,2004,10.06,920.52,213.66,145.66
020,2005,9.32,1006.30,233.57,159.24
020,2006,-0.20,1004.32,233.11,158.93
020,2007,-2.94,974.83,226.27,154.26
020,2008,-3.39,941.80,218.60,149.03
020,2009,-5.30,891.92,207.02,141.14
020,2010,-1.68,876.95,203.55,138.77
020,2011,-1.52,863.63,200.45,136.66
020,2012,-0.75,857.12,198.94,135.63
020,2013,2.02,874.45,202.97,138.38
020,2014,5.80,925.16,214.74,146.40
020,2015,3.24,955.17,221.70,151.15
020,2016,4.58,998.89,231.85,158.07
020,2017,4.70,1045.88,242.76,165.50
020,2018,4.50,1092.94,253.68,172.95
020,2019,3.60,1132.31,262.82,179.18
020,2020,2.55,1161.13,269.51,183.74
020,2021,10.09,1278.31,296.70,202.28
020,2022,12.44,1437.35,333.62,227.45
020,2023,8.92,1565.60,363.39,247.74
021,1975,.,100.00,20.73,14.05
021,1976,0.49,100.49,20.84,14.12
021,1977,3.22,103.73,21.51,14.58
021,1978,12.92,117.12,24.29,16.46
021,1979,15.19,134.92,27.98,18.96
021,1980,17.86,159.02,32.97,22.35
021,1981,19.46,189.96,39.39,26.70
021,1982,4.74,198.96,41.25,27.96
021,1983,8.11,215.10,44.60,30.23
021,1984,27.87,275.05,57.03,38.65
021,1985,26.64,348.32,72.22,48.95
021,1986,20.19,418.66,86.81,58.84
021,1987,11.64,467.40,96.91,65.69
021,1988,5.52,493.20,102.26,69.31
021,1989,0.99,498.10,103.28,70.00
021,1990,-3.18,482.28,100.00,67.78
021,1991,-6.18,452.48,93.82,63.59
021,1992,-1.82,444.26,92.12,62.43
021,1993,-1.57,437.27,90.67,61.45
021,1994,-0.62,434.57,90.11,61.07
021,1995,1.05,439.12,91.05,61.71
021,1996,4.27,457.89,94.94,64.35
021,1997,6.37,487.03,100.99,68.44
021,1998,8.53,528.56,109.60,74.28
021,1999,11.33,588.47,122.02,82.70
021,2000,20.92,711.57,147.54,100.00
021,2001,11.90,796.22,165.09,111.90
021,2002,11.98,891.59,184.87,125.30
021,2003,7.94,962.38,199.55,135.25
021,2004,10.64,1064.82,220.79,149.64
021,2005,8.71,1157.56,240.02,162.68
021,2006,-0.28,1154.36,239.36,162.23
021,2007,-3.00,1119.72,232.17,157.36
021,2008,-4.48,1069.57,221.77,150.31
021,2009,-5.52,1010.48,209.52,142.01
021,2010,-0.70,1003.42,208.06,141.01
021,2011,-1.85,984.83,204.20,138.40
021,2012,0.27,987.45,204.75,138.77
021,2013,4.46,1031.45,213.87,144.95
021,2014,8.85,1122.76,232.80,157.78
021,2015,5.23,1181.47,244.98,166.04
021,2016,8.04,1276.43,264.67,179.38
021,2017,8.12,1380.05,286.15,193.94
021,2018,6.85,1474.60,305.76,207.23
021,2019,4.95,1547.59,320.89,217.49
021,2020,2.85,1591.64,330.03,223.68
021,2021,8.28,1723.42,357.35,242.20
021,2022,11.07,1914.24,396.92,269.02
021,2023,4.80,2006.15,415.97,281.93
023,1975,.,100.00,22.58,17.09
023,1976,13.52,113.52,25.63,19.40
023,1977,2.56,116.42,26.29,19.90
023,1978,2.52,119.35,26.95,20.40
023,1979,15.97,138.41,31.25,23.66
023,1980,11.70,154.60,34.91,26.43
023,1981,14.28,176.68,39.89,30.20
023,1982,5.68,186.71,42.15,31.91
023,1983,8.84,203.21,45.88,34.73
023,1984,24.75,253.51,57.24,43.33
023,1985,24.18,314.82,71.08,53.81
023,1986,20.81,380.33,85.87,65.01
023,1987,14.20,434.33,98.06,74.24
023,1988,6.07,460.68,104.01,78.74
023,1989,0.55,463.23,104.59,79.18
023,1990,-4.39,442.92,100.00,75.70
023,1991,-7.57,409.41,92.43,69.98
023,1992,-3.04,396.96,89.62,67.85
023,1993,-1.57,390.72,88.22,66.78
023,1994,-0.65,388.20,87.65,66.35
023,1995,1.69,394.76,89.13,67.47
023,1996,4.62,412.98,93.24,70.59
023,1997,3.88,428.99,96.86,73.32
023,1998,6.51,456.94,103.17,78.10
023,1999,9.20,498.97,112.65,85.29
023,2000,17.25,585.06,132.09,100.00
023,2001,12.67,659.16,148.82,112.67
023,2002,13.85,750.48,169.44,128.27
023,2003,10.34,828.05,186.95,141.53
023,2004,11.94,926.95,209.28,158.44
023,2005,9.27,1012.87,228.68,173.12
023,2006,0.90,1022.01,230.74,174.68
023,2007,-5.10,969.91,218.98,165.78
023,2008,-6.44,907.42,204.87,155.10
023,2009,-7.57,838.70,189.36,143.35
023,2010,-3.42,810.05,182.89,138.46
023,2011,-3.35,782.93,176.77,133.82
023,2012,-1.88,768.18,173.44,131.30
023,2013,1.43,779.14,175.91,133.17
023,2014,5.20,819.68,185.06,140.10
023,2015,4.15,853.74,192.75,145.92
023,2016,5.61,901.62,203.56,154.11
023,2017,6.53,960.54,216.87,164.18
023,2018,5.80,1016.22,229.44,173.70
023,2019,3.88,1055.66,238.34,180.44
023,2020,3.51,1092.66,246.69,186.76
023,2021,12.99,1234.57,278.74,211.02
023,2022,13.34,1399.32,315.93,239.17
023,2023,7.33,1501.85,339.08,256.70
024,1975,.,100.00,18.90,11.01
024,1976,-3.23,96.77,18.29,10.65
024,1977,10.05,106.49,20.13,11.72
024,1978,21.21,129.07,24.39,14.21
024,1979,28.33,165.64,31.30,18.23
024,1980,12.67,186.62,35.27,20.54
024,1981,18.87,221.83,41.92,24.42
024,1982,3.02,228.52,43.19,25.15
024,1983,8.17,247.19,46.72,27.21
024,1984,30.07,321.53,60.77,35.39
024,1985,22.98,395.42,74.73,43.52
024,1986,17.75,465.60,87.99,51.25
024,1987,10.42,514.09,97.16,56.58
024,1988,7.18,551.00,104.13,60.65
024,1989,0.03,551.17,104.17,60.67
024,1990,-4.00,529.12,100.00,58.24
024,1991,-4.20,506.92,95.80,55.80
024,1992,1.17,512.84,96.92,56.45
024,1993,2.24,524.31,99.09,57.71
024,1994,3.19,541.02,102.25,59.55
024,1995,6.21,574.64,108.60,63.25
024,1996,3.33,593.75,112.21,65.35
024,1997,7.78,639.92,120.94,70.43
024,1998,7.48,687.80,129.99,75.70
024,1999,9.43,752.68,142.25,82.85
024,2000,20.71,908.53,171.70,100.00
024,2001,9.88,998.33,188.68,109.88
024,2002,7.77,1075.89,203.34,118.42
024,2003,5.01,1129.83,213.53,124.36
024,2004,7.16,1210.77,228.82,133.27
024,2005,9.27,1322.99,250.03,145.62
024,2006,-0.73,1313.35,248.21,144.56
024,2007,-0.56,1305.97,246.82,143.75
024,2008,-0.49,1299.57,245.61,143.04
