Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
283,2002,1.56,249.29,141.53,105.66
283,2003,1.26,252.44,143.32,107.00
283,2004,3.74,261.88,148.68,111.00
283,2005,5.56,276.44,156.95,117.17
283,2006,6.44,294.24,167.05,124.71
283,2007,4.25,306.73,174.15,130.01
283,2008,2.20,313.48,177.98,132.87
283,2009,-0.09,313.19,177.81,132.75
283,2010,-1.99,306.95,174.27,130.10
283,2011,-1.74,301.62,171.24,127.84
283,2012,-1.40,297.38,168.84,126.05
283,2013,-1.07,294.19,167.03,124.70
283,2014,-0.57,292.52,166.08,123.99
283,2015,0.70,294.58,167.25,124.86
283,2016,1.03,297.61,168.97,126.15
283,2017,1.21,301.22,171.02,127.68
283,2018,3.31,311.21,176.69,131.91
283,2019,3.93,323.44,183.63,137.09
283,2020,4.99,339.59,192.80,143.94
283,2021,10.94,376.74,213.90,159.69
283,2022,19.30,449.47,255.19,190.51
283,2023,13.99,512.37,290.90,217.17
284,1975,.,100.00,42.62,26.51
284,1976,0.55,100.55,42.85,26.66
284,1977,12.33,112.95,48.14,29.94
284,1978,-13.15,98.10,41.81,26.01
284,1979,25.27,122.90,52.38,32.58
284,1980,9.05,134.02,57.12,35.53
284,1981,13.81,152.53,65.01,40.43
284,1982,-1.51,150.22,64.02,39.82
284,1983,8.14,162.45,69.24,43.07
284,1984,3.35,167.90,71.56,44.51
284,1985,14.07,191.52,81.62,50.77
284,1986,4.74,200.60,85.49,53.18
284,1987,3.65,207.91,88.61,55.12
284,1988,5.29,218.90,93.30,58.03
284,1989,3.97,227.60,97.00,60.33
284,1990,3.09,234.63,100.00,62.20
284,1991,3.03,241.74,103.03,64.08
284,1992,3.52,250.24,106.65,66.34
284,1993,3.61,259.27,110.50,68.73
284,1994,5.60,273.80,116.69,72.58
284,1995,8.85,298.02,127.02,79.00
284,1996,6.17,316.41,134.85,83.88
284,1997,6.56,337.17,143.70,89.38
284,1998,5.01,354.05,150.89,93.86
284,1999,2.94,364.47,155.34,96.62
284,2000,3.50,377.22,160.77,100.00
284,2001,4.39,393.79,167.83,104.39
284,2002,2.38,403.16,171.83,106.88
284,2003,2.60,413.65,176.30,109.66
284,2004,8.75,449.85,191.72,119.25
284,2005,18.10,531.29,226.43,140.84
284,2006,17.56,624.59,266.20,165.58
284,2007,5.05,656.14,279.64,173.94
284,2008,-2.18,641.86,273.56,170.15
284,2009,-6.67,599.02,255.30,158.80
284,2010,-8.70,546.89,233.08,144.98
284,2011,-6.46,511.54,218.02,135.61
284,2012,-5.04,485.75,207.02,128.77
284,2013,0.72,489.22,208.50,129.69
284,2014,2.67,502.29,214.07,133.15
284,2015,3.65,520.61,221.88,138.01
284,2016,4.43,543.67,231.71,144.12
284,2017,5.96,576.08,245.52,152.71
284,2018,6.16,611.59,260.65,162.13
284,2019,6.71,652.65,278.15,173.01
284,2020,5.39,687.85,293.16,182.35
284,2021,13.47,780.54,332.66,206.92
284,2022,21.66,949.58,404.70,251.73
284,2023,12.94,1072.50,457.09,284.31
285,1975,.,100.00,46.30,33.85
285,1976,16.96,116.96,54.16,39.60
285,1977,1.39,118.59,54.91,40.15
285,1978,12.42,133.32,61.73,45.13
285,1979,1.09,134.77,62.41,45.63
285,1980,15.45,155.59,72.05,52.68
285,1981,-5.68,146.76,67.95,49.68
285,1982,4.75,153.73,71.18,52.05
285,1983,3.81,159.59,73.90,54.03
285,1984,7.78,172.00,79.64,58.23
285,1985,6.54,183.25,84.85,62.04
285,1986,2.15,187.19,86.68,63.37
285,1987,3.04,192.89,89.31,65.30
285,1988,4.85,202.25,93.65,68.47
285,1989,4.71,211.78,98.06,71.70
285,1990,1.98,215.96,100.00,73.11
285,1991,2.10,220.49,102.10,74.65
285,1992,1.81,224.49,103.95,76.00
285,1993,1.10,226.96,105.09,76.84
285,1994,3.37,234.62,108.64,79.43
285,1995,4.60,245.42,113.64,83.08
285,1996,3.71,254.51,117.85,86.16
285,1997,4.37,265.62,122.99,89.93
285,1998,3.34,274.49,127.10,92.93
285,1999,3.47,284.00,131.51,96.15
285,2000,4.01,295.38,136.77,100.00
285,2001,4.37,308.28,142.75,104.37
285,2002,2.19,315.03,145.87,106.65
285,2003,2.40,322.60,149.38,109.22
285,2004,6.31,342.96,158.80,116.11
285,2005,11.90,383.77,177.70,129.92
285,2006,11.88,429.36,198.81,145.36
285,2007,6.48,457.20,211.70,154.78
285,2008,-0.75,453.79,210.12,153.63
285,2009,-2.41,442.83,205.05,149.92
285,2010,-4.46,423.10,195.91,143.24
285,2011,-3.99,406.22,188.10,137.52
285,2012,-3.04,393.87,182.38,133.34
285,2013,-1.34,388.59,179.94,131.56
285,2014,-1.53,382.65,177.18,129.54
285,2015,-0.03,382.54,177.13,129.51
285,2016,1.98,390.11,180.64,132.07
285,2017,1.59,396.32,183.51,134.17
285,2018,4.37,413.64,191.53,140.04
285,2019,7.13,443.13,205.19,150.02
285,2020,3.23,457.44,211.82,154.87
285,2021,12.23,513.41,237.73,173.81
285,2022,17.64,603.99,279.67,204.48
285,2023,12.61,680.15,314.94,230.26
286,1975,.,100.00,44.40,30.32
286,1976,8.77,108.77,48.29,32.98
286,1977,1.51,110.41,49.02,33.48
286,1978,12.85,124.60,55.32,37.78
286,1979,8.13,134.73,59.82,40.86
286,1980,5.66,142.35,63.21,43.17
286,1981,-1.25,140.57,62.41,42.63
286,1982,-5.97,132.17,58.68,40.08
286,1983,32.92,175.68,78.00,53.27
286,1984,-2.52,171.26,76.04,51.93
286,1985,1.54,173.90,77.22,52.73
286,1986,6.63,185.43,82.33,56.23
286,1987,4.38,193.56,85.94,58.69
286,1988,4.46,202.20,89.78,61.32
286,1989,5.91,214.15,95.09,64.94
286,1990,5.17,225.22,100.00,68.30
286,1991,2.76,231.43,102.76,70.18
286,1992,1.79,235.56,104.59,71.43
286,1993,2.62,241.72,107.33,73.30
286,1994,3.15,249.34,110.71,75.61
286,1995,4.36,260.20,115.53,78.90
286,1996,3.78,270.05,119.90,81.89
286,1997,5.46,284.80,126.45,86.36
286,1998,4.75,298.33,132.46,90.47
286,1999,4.28,311.10,138.13,94.34
286,2000,6.00,329.77,146.42,100.00
286,2001,5.23,347.03,154.08,105.23
286,2002,2.40,355.36,157.78,107.76
286,2003,1.02,358.98,159.39,108.86
286,2004,2.18,366.81,162.87,111.23
286,2005,3.78,380.69,169.03,115.44
286,2006,5.43,401.37,178.21,121.71
286,2007,4.97,421.34,187.08,127.77
286,2008,1.58,427.99,190.03,129.78
286,2009,-1.81,420.23,186.59,127.43
286,2010,-4.73,400.36,177.76,121.40
286,2011,-4.46,382.49,169.83,115.99
286,2012,-2.49,372.97,165.60,113.10
286,2013,-0.69,370.39,164.46,112.32
286,2014,0.17,371.03,164.74,112.51
286,2015,2.58,380.60,168.99,115.41
286,2016,2.77,391.15,173.68,118.61
286,2017,3.85,406.22,180.37,123.18
286,2018,5.68,429.28,190.60,130.17
286,2019,6.74,458.21,203.45,138.95
286,2020,4.03,476.66,211.64,144.54
286,2021,13.62,541.56,240.46,164.22
286,2022,20.92,654.86,290.76,198.58
286,2023,9.88,719.56,319.49,218.20
287,1975,.,100.00,45.01,29.08
287,1976,0.08,100.08,45.05,29.10
287,1977,10.95,111.03,49.98,32.29
287,1978,13.71,126.26,56.83,36.71
287,1979,4.61,132.08,59.45,38.41
287,1980,10.19,145.54,65.51,42.32
287,1981,-0.39,144.97,65.26,42.16
287,1982,9.33,158.50,71.35,46.09
287,1983,2.10,161.83,72.85,47.06
287,1984,8.46,175.53,79.01,51.04
287,1985,2.74,180.34,81.18,52.44
287,1986,3.86,187.29,84.31,54.46
287,1987,5.55,197.69,88.99,57.48
287,1988,3.25,204.13,91.89,59.35
287,1989,6.26,216.90,97.64,63.07
287,1990,2.42,222.15,100.00,64.60
287,1991,2.90,228.60,102.90,66.47
287,1992,3.76,237.19,106.77,68.97
287,1993,2.69,243.57,109.64,70.82
287,1994,1.96,248.34,111.79,72.21
287,1995,5.98,263.19,118.47,76.53
287,1996,4.92,276.14,124.30,80.30
287,1997,5.50,291.34,131.15,84.72
287,1998,5.35,306.92,138.16,89.24
287,1999,4.37,320.32,144.19,93.14
287,2000,7.36,343.91,154.81,100.00
287,2001,5.59,363.14,163.46,105.59
287,2002,4.38,379.06,170.63,110.22
287,2003,3.46,392.16,176.53,114.03
287,2004,5.19,412.53,185.70,119.95
287,2005,8.99,449.61,202.39,130.74
287,2006,10.42,496.46,223.48,144.36
287,2007,7.22,532.31,239.62,154.78
287,2008,1.01,537.67,242.03,156.34
287,2009,-3.12,520.88,234.47,151.46
287,2010,-6.46,487.21,219.31,141.67
287,2011,-4.64,464.60,209.13,135.09
287,2012,-4.32,444.54,200.11,129.26
287,2013,0.55,446.98,201.21,129.97
287,2014,1.88,455.38,204.99,132.41
287,2015,4.44,475.61,214.09,138.30
287,2016,5.18,500.25,225.18,145.46
287,2017,6.31,531.82,239.40,154.64
287,2018,6.57,566.76,255.12,164.80
287,2019,5.82,599.75,269.97,174.39
287,2020,3.62,621.47,279.75,180.71
287,2021,13.28,703.97,316.89,204.70
287,2022,20.90,851.12,383.12,247.49
287,2023,9.24,929.73,418.51,270.34
288,1976,.,100.00,45.48,26.85
288,1977,-4.13,95.87,43.60,25.74
288,1978,24.96,119.79,54.48,32.16
288,1979,-0.04,119.74,54.46,32.15
288,1980,10.51,132.33,60.18,35.53
288,1981,-7.51,122.39,55.66,32.86
288,1982,18.52,145.06,65.97,38.94
288,1983,1.35,147.02,66.86,39.47
288,1984,11.85,164.44,74.79,44.15
288,1985,6.15,174.56,79.39,46.86
288,1986,2.25,178.49,81.18,47.92
288,1987,6.68,190.40,86.59,51.12
288,1988,6.74,203.23,92.43,54.56
288,1989,1.15,205.56,93.49,55.19
288,1990,6.96,219.88,100.00,59.03
288,1991,3.35,227.24,103.35,61.00
288,1992,2.86,233.74,106.30,62.75
288,1993,3.31,241.47,109.82,64.82
288,1994,2.13,246.62,112.16,66.21
288,1995,8.43,267.41,121.62,71.79
288,1996,5.93,283.26,128.83,76.04
288,1997,8.16,306.37,139.34,82.25
288,1998,6.61,326.64,148.55,87.69
288,1999,6.16,346.74,157.70,93.09
288,2000,7.43,372.49,169.41,100.00
288,2001,6.22,395.65,179.94,106.22
288,2002,5.55,417.63,189.94,112.12
288,2003,4.43,436.13,198.35,117.08
288,2004,8.94,475.10,216.07,127.55
288,2005,12.75,535.66,243.62,143.80
288,2006,11.58,597.69,271.83,160.46
288,2007,8.64,649.32,295.31,174.32
288,2008,0.89,655.07,297.92,175.86
288,2009,-4.19,627.63,285.45,168.49
288,2010,-5.32,594.21,270.25,159.52
288,2011,-3.97,570.64,259.52,153.19
288,2012,-1.15,564.06,256.53,151.43
288,2013,2.58,578.61,263.15,155.33
288,2014,7.66,622.90,283.30,167.22
288,2015,6.98,666.40,303.08,178.90
288,2016,8.98,726.24,330.29,194.97
288,2017,7.60,781.41,355.38,209.78
288,2018,7.28,838.33,381.27,225.06
288,2019,3.58,868.36,394.93,233.12
288,2020,3.23,896.37,407.67,240.64
288,2021,12.45,1007.96,458.42,270.60
288,2022,21.08,1220.44,555.05,327.64
288,2023,10.39,1347.24,612.72,361.68
289,1997,.,100.00,.,84.61
289,1998,4.62,104.62,.,88.52
289,1999,4.25,109.06,.,92.28
289,2000,8.36,118.18,.,100.00
289,2001,7.16,126.65,.,107.16
289,2002,4.28,132.06,.,111.75
289,2003,3.82,137.10,.,116.01
289,2004,7.30,147.11,.,124.47
289,2005,13.78,167.38,.,141.63
289,2006,12.45,188.22,.,159.26
289,2007,4.81,197.28,.,166.93
289,2008,-2.43,192.48,.,162.87
289,2009,-4.32,184.16,.,155.82
289,2010,-12.71,160.74,.,136.01
289,2011,-7.02,149.46,.,126.47
289,2012,-6.51,139.73,.,118.23
289,2013,-3.32,135.08,.,114.30
289,2014,-0.48,134.43,.,113.75
289,2015,6.74,143.49,.,121.41
289,2016,4.74,150.28,.,127.16
289,2017,3.76,155.94,.,131.94
289,2018,5.80,164.98,.,139.59
289,2019,4.26,172.01,.,145.54
289,2020,4.85,180.35,.,152.61
289,2021,16.21,209.59,.,177.35
289,2022,25.58,263.20,.,222.70
289,2023,4.22,274.31,.,232.10
290,1976,.,100.00,52.23,38.83
290,1977,4.84,104.84,54.76,40.71
290,1978,9.26,114.55,59.83,44.48
290,1979,6.07,121.50,63.46,47.18
290,1980,12.42,136.60,71.35,53.04
290,1981,5.21,143.72,75.07,55.81
290,1982,-3.16,139.18,72.70,54.04
290,1983,2.84,143.13,74.76,55.58
290,1984,5.96,151.66,79.22,58.89
290,1985,2.60,155.61,81.28,60.42
290,1986,4.91,163.25,85.27,63.39
290,1987,4.22,170.14,88.87,66.07
290,1988,4.74,178.20,93.08,69.20
290,1989,4.83,186.81,97.58,72.54
290,1990,2.48,191.45,100.00,74.34
290,1991,2.97,197.13,102.97,76.55
290,1992,1.28,199.66,104.29,77.53
290,1993,1.71,203.07,106.07,78.85
290,1994,1.67,206.46,107.84,80.17
290,1995,3.15,212.95,111.23,82.69
290,1996,3.28,219.94,114.88,85.40
290,1997,4.15,229.06,119.64,88.94
290,1998,3.71,237.55,124.08,92.24
290,1999,3.58,246.06,128.53,95.55
290,2000,4.66,257.53,134.52,100.00
290,2001,5.15,270.78,141.44,105.15
290,2002,2.23,276.83,144.60,107.49
290,2003,1.57,281.16,146.86,109.18
290,2004,4.31,293.29,153.19,113.89
290,2005,5.19,308.52,161.15,119.80
290,2006,6.18,327.58,171.11,127.20
290,2007,3.74,339.85,177.52,131.97
290,2008,1.54,345.08,180.25,134.00
290,2009,-2.10,337.82,176.46,131.18
290,2010,-4.24,323.49,168.97,125.61
290,2011,-3.06,313.58,163.79,121.77
290,2012,-2.60,305.44,159.54,118.61
290,2013,-1.07,302.17,157.83,117.33
290,2014,0.41,303.41,158.48,117.82
290,2015,3.86,315.13,164.60,122.37
290,2016,2.02,321.49,167.92,124.84
290,2017,4.75,336.76,175.90,130.77
290,2018,4.14,350.70,183.19,136.18
290,2019,4.82,367.62,192.02,142.75
290,2020,2.66,377.42,197.14,146.56
290,2021,11.91,422.35,220.61,164.00
290,2022,18.92,502.25,262.34,195.03
290,2023,9.95,552.23,288.45,214.44
291,1975,.,100.00,46.71,35.60
291,1976,12.47,112.47,52.53,40.04
291,1977,3.99,116.95,54.62,41.64
291,1978,13.94,133.25,62.24,47.44
291,1979,2.73,136.88,63.93,48.74
291,1980,3.75,142.02,66.33,50.56
291,1981,10.19,156.48,73.09,55.71
291,1982,8.24,169.38,79.11,60.30
291,1983,-0.96,167.75,78.35,59.72
291,1984,8.05,181.25,84.65,64.53
291,1985,2.24,185.31,86.55,65.98
291,1986,2.89,190.67,89.05,67.88
291,1987,1.74,193.98,90.60,69.06
291,1988,2.80,199.41,93.14,71.00
291,1989,3.79,206.96,96.66,73.69
291,1990,3.45,214.11,100.00,76.23
291,1991,2.37,219.17,102.37,78.03
291,1992,2.10,223.77,104.51,79.67
291,1993,1.19,226.44,105.76,80.62
291,1994,1.40,229.61,107.24,81.75
291,1995,1.06,232.03,108.37,82.61
291,1996,4.11,241.57,112.83,86.01
291,1997,2.83,248.40,116.02,88.44
291,1998,4.23,258.91,120.93,92.18
291,1999,2.93,266.51,124.47,94.89
291,2000,5.39,280.87,131.18,100.00
291,2001,4.95,294.76,137.67,104.95
291,2002,2.57,302.34,141.21,107.64
291,2003,2.30,309.29,144.46,110.12
291,2004,4.32,322.66,150.70,114.88
291,2005,6.65,344.12,160.72,122.52
291,2006,6.12,365.17,170.56,130.01
291,2007,4.54,381.77,178.31,135.92
291,2008,0.86,385.06,179.84,137.09
291,2009,-1.51,379.25,177.13,135.03
291,2010,-3.29,366.76,171.30,130.58
291,2011,-3.98,352.16,164.48,125.38
291,2012,-3.02,341.53,159.51,121.60
291,2013,0.55,343.42,160.40,122.27
291,2014,-0.55,341.52,159.51,121.59
291,2015,2.18,348.97,162.99,124.24
291,2016,1.46,354.06,165.37,126.06
291,2017,2.72,363.67,169.86,129.48
291,2018,4.39,379.63,177.31,135.16
291,2019,4.65,397.28,185.55,141.44
291,2020,3.93,412.90,192.85,147.01
291,2021,9.65,452.73,211.45,161.19
291,2022,17.81,533.36,249.11,189.89
291,2023,10.18,587.65,274.47,209.22
292,1975,.,100.00,42.85,32.75
292,1976,4.79,104.79,44.90,34.32
292,1977,4.85,109.87,47.08,35.99
292,1978,13.12,124.28,53.26,40.71
292,1979,14.01,141.69,60.72,46.41
292,1980,12.83,159.87,68.51,52.36
292,1981,5.44,168.56,72.23,55.21
292,1982,5.30,177.49,76.06,58.14
292,1983,1.74,180.59,77.38,59.15
292,1984,3.78,187.41,80.31,61.38
292,1985,4.02,194.94,83.54,63.85
292,1986,3.46,201.69,86.43,66.06
292,1987,4.93,211.63,90.69,69.32
292,1988,4.45,221.05,94.72,72.40
292,1989,3.27,228.28,97.82,74.77
292,1990,2.23,233.36,100.00,76.43
292,1991,1.65,237.22,101.65,77.70
292,1992,1.90,241.72,103.58,79.17
292,1993,1.03,244.21,104.65,79.99
292,1994,1.58,248.07,106.30,81.25
292,1995,2.26,253.67,108.70,83.09
292,1996,2.92,261.07,111.87,85.51
292,1997,3.33,269.75,115.60,88.35
292,1998,3.54,279.30,119.68,91.48
292,1999,4.05,290.61,124.53,95.19
292,2000,5.06,305.31,130.83,100.00
292,2001,4.36,318.61,136.53,104.36
292,2002,2.35,326.09,139.73,106.81
292,2003,2.15,333.09,142.73,109.10
292,2004,4.25,347.23,148.80,113.73
292,2005,6.57,370.04,158.57,121.20
292,2006,4.64,387.23,165.93,126.83
292,2007,3.54,400.92,171.80,131.32
292,2008,0.66,403.55,172.93,132.18
292,2009,-1.34,398.14,170.61,130.41
292,2010,-4.40,380.62,163.10,124.67
292,2011,-3.74,366.38,157.00,120.00
292,2012,-2.74,356.33,152.70,116.71
292,2013,-0.86,353.28,151.39,115.71
292,2014,1.64,359.09,153.88,117.62
292,2015,3.40,371.29,159.11,121.61
292,2016,3.01,382.46,163.89,125.27
292,2017,2.88,393.49,168.62,128.88
292,2018,5.37,414.64,177.68,135.81
292,2019,4.44,433.07,185.58,141.85
292,2020,3.00,446.08,191.15,146.11
292,2021,9.62,489.01,209.55,160.17
292,2022,16.93,571.79,245.02,187.28
292,2023,8.00,617.53,264.63,202.27
293,1978,.,100.00,66.31,46.28
293,1979,1.25,101.25,67.14,46.86
293,1980,-2.22,99.00,65.65,45.82
293,1981,14.77,113.63,75.34,52.59
293,1982,-8.86,103.56,68.67,47.93
293,1983,18.18,122.39,81.15,56.64
293,1984,0.69,123.23,81.71,57.03
293,1985,3.57,127.63,84.63,59.07
293,1986,2.56,130.90,86.80,60.58
293,1987,3.74,135.80,90.05,62.85
293,1988,0.48,136.46,90.48,63.15
293,1989,6.62,145.49,96.47,67.33
293,1990,3.66,150.82,100.00,69.80
293,1991,2.07,153.93,102.07,71.24
293,1992,2.87,158.35,105.00,73.29
293,1993,2.83,162.84,107.97,75.36
293,1994,3.33,168.27,111.57,77.88
293,1995,6.76,179.65,119.12,83.14
293,1996,5.18,188.96,125.29,87.45
293,1997,3.83,196.20,130.09,90.80
293,1998,4.26,204.57,135.64,94.67
293,1999,3.13,210.96,139.88,97.64
293,2000,2.42,216.07,143.27,100.00
293,2001,4.56,225.93,149.81,104.56
293,2002,2.41,231.38,153.42,107.08
293,2003,1.31,234.42,155.43,108.49
293,2004,1.09,236.98,157.14,109.68
293,2005,3.41,245.06,162.49,113.41
293,2006,2.68,251.63,166.84,116.45
293,2007,3.09,259.39,171.99,120.05
293,2008,1.11,262.26,173.90,121.38
293,2009,0.34,263.16,174.49,121.79
293,2010,-4.06,252.48,167.41,116.85
293,2011,-4.00,242.39,160.72,112.18
293,2012,-0.98,240.02,159.14,111.08
293,2013,-0.07,239.85,159.03,111.00
293,2014,1.28,242.92,161.07,112.42
293,2015,4.38,253.57,168.13,117.35
293,2016,3.48,262.39,173.98,121.44
293,2017,5.43,276.64,183.43,128.03
293,2018,7.19,296.54,196.62,137.24
293,2019,5.75,313.58,207.92,145.13
293,2020,4.29,327.03,216.84,151.35
293,2021,12.35,367.40,243.61,170.04
293,2022,20.32,442.06,293.11,204.59
293,2023,11.15,491.37,325.80,227.41
294,1975,.,100.00,38.55,24.53
294,1976,12.79,112.79,43.48,27.67
294,1977,8.76,122.67,47.29,30.10
294,1978,7.96,132.43,51.06,32.49
294,1979,8.53,143.72,55.41,35.26
294,1980,9.18,156.92,60.49,38.50
294,1981,11.81,175.44,67.64,43.04
294,1982,27.54,223.77,86.27,54.90
294,1983,-10.17,201.00,77.49,49.31
294,1984,0.69,202.39,78.03,49.65
294,1985,5.41,213.34,82.25,52.34
294,1986,-0.25,212.81,82.04,52.21
294,1987,8.40,230.69,88.93,56.59
294,1988,4.78,241.72,93.19,59.30
294,1989,3.77,250.84,96.70,61.54
294,1990,3.41,259.39,100.00,63.64
294,1991,2.58,266.09,102.58,65.28
294,1992,2.23,272.02,104.87,66.74
294,1993,0.35,272.99,105.24,66.97
294,1994,0.88,275.40,106.17,67.56
294,1995,1.13,278.51,107.37,68.33
294,1996,4.25,290.35,111.93,71.23
294,1997,5.70,306.90,118.32,75.29
294,1998,7.38,329.55,127.05,80.85
294,1999,10.93,365.58,140.94,89.69
294,2000,11.50,407.61,157.14,100.00
294,2001,6.76,435.16,167.76,106.76
294,2002,3.99,452.53,174.46,111.02
294,2003,3.35,467.69,180.30,114.74
294,2004,8.51,507.47,195.64,124.50
294,2005,15.41,585.65,225.78,143.68
294,2006,13.42,664.27,256.09,162.97
294,2007,3.20,685.50,264.27,168.18
294,2008,-1.57,674.75,260.13,165.54
294,2009,-7.22,626.00,241.34,153.58
294,2010,-8.16,574.91,221.64,141.04
294,2011,-5.36,544.08,209.75,133.48
294,2012,-1.64,535.14,206.31,131.29
294,2013,2.62,549.14,211.71,134.72
294,2014,6.93,587.19,226.37,144.06
294,2015,8.19,635.31,244.92,155.86
294,2016,7.74,684.47,263.88,167.92
294,2017,7.85,738.20,284.59,181.10
294,2018,6.09,783.14,301.92,192.13
294,2019,4.72,820.14,316.18,201.21
294,2020,3.14,845.88,326.10,207.52
294,2021,12.48,951.41,366.79,233.41
294,2022,20.13,1142.90,440.61,280.39
294,2023,10.45,1262.33,486.65,309.69
295,1975,.,100.00,46.79,33.01
295,1976,7.40,107.40,50.25,35.46
295,1977,6.61,114.51,53.57,37.80
295,1978,4.49,119.65,55.98,39.50
295,1979,15.28,137.93,64.53,45.53
295,1980,5.65,145.72,68.18,48.11
295,1981,12.20,163.51,76.50,53.98
295,1982,-2.03,160.18,74.94,52.88
295,1983,2.65,164.42,76.93,54.28
295,1984,6.66,175.37,82.05,57.89
295,1985,4.75,183.70,85.95,60.64
295,1986,2.55,188.38,88.14,62.19
295,1987,3.21,194.43,90.97,64.18
295,1988,3.78,201.78,94.41,66.61
295,1989,2.68,207.18,96.93,68.39
295,1990,3.16,213.74,100.00,70.56
295,1991,2.51,219.11,102.51,72.33
295,1992,2.35,224.27,104.93,74.03
295,1993,2.18,229.16,107.22,75.65
295,1994,2.61,235.14,110.01,77.62
295,1995,4.35,245.36,114.80,81.00
295,1996,4.53,256.49,120.00,84.67
295,1997,4.97,269.23,125.97,88.88
295,1998,4.06,280.17,131.08,92.49
295,1999,3.83,290.89,136.10,96.03
295,2000,4.14,302.93,141.73,100.00
295,2001,4.80,317.47,148.53,104.80
295,2002,3.05,327.15,153.06,108.00
295,2003,2.26,334.56,156.53,110.44
295,2004,5.27,352.18,164.77,116.26
295,2005,10.92,390.66,182.78,128.96
295,2006,11.90,437.16,204.53,144.31
295,2007,4.57,457.14,213.88,150.91
295,2008,-0.98,452.67,211.79,149.43
295,2009,-5.92,425.87,199.25,140.59
295,2010,-7.92,392.15,183.47,129.45
295,2011,-5.03,372.42,174.24,122.94
295,2012,-3.09,360.92,168.86,119.15
295,2013,0.04,361.07,168.93,119.19
295,2014,2.67,370.71,173.44,122.38
295,2015,3.13,382.32,178.87,126.21
295,2016,3.36,395.14,184.88,130.44
295,2017,3.04,407.14,190.49,134.40
295,2018,4.43,425.16,198.92,140.35
295,2019,3.86,441.57,206.60,145.77
295,2020,3.82,458.44,214.49,151.34
295,2021,11.20,509.78,238.51,168.29
295,2022,19.05,606.90,283.95,200.34
295,2023,9.54,664.77,311.03,219.45
296,1975,.,100.00,50.64,35.10
296,1976,-3.66,96.34,48.79,33.81
296,1977,8.60,104.63,52.99,36.72
296,1978,8.23,113.24,57.35,39.75
296,1979,5.55,119.53,60.53,41.95
296,1980,13.96,136.21,68.98,47.81
296,1981,12.24,152.89,77.43,53.66
296,1982,-6.21,143.39,72.62,50.33
296,1983,8.92,156.19,79.10,54.82
296,1984,2.50,160.09,81.08,56.19
296,1985,2.18,163.58,82.85,57.42
296,1986,3.62,169.51,85.85,59.50
296,1987,2.52,173.79,88.01,61.00
296,1988,6.11,184.40,93.39,64.72
296,1989,4.18,192.11,97.29,67.43
296,1990,2.78,197.46,100.00,69.30
296,1991,2.59,202.58,102.59,71.10
296,1992,2.20,207.04,104.86,72.67
296,1993,2.16,211.52,107.12,74.24
296,1994,3.79,219.55,111.19,77.06
296,1995,5.54,231.71,117.35,81.33
296,1996,3.72,240.34,121.72,84.36
296,1997,4.72,251.68,127.46,88.34
296,1998,4.07,261.94,132.66,91.94
296,1999,4.13,272.76,138.14,95.74
296,2000,4.45,284.91,144.29,100.00
296,2001,4.51,297.76,150.80,104.51
296,2002,2.55,305.34,154.64,107.17
296,2003,1.62,310.29,157.14,108.91
296,2004,1.79,315.85,159.96,110.86
296,2005,3.91,328.19,166.21,115.19
296,2006,4.50,342.95,173.68,120.37
296,2007,4.62,358.79,181.70,125.93
296,2008,2.34,367.19,185.96,128.88
296,2009,-1.54,361.52,183.09,126.89
296,2010,-3.54,348.74,176.61,122.40
296,2011,-3.31,337.18,170.76,118.35
296,2012,-0.70,334.83,169.57,117.52
296,2013,1.05,338.34,171.35,118.75
296,2014,3.27,349.41,176.96,122.64
296,2015,4.09,363.72,184.20,127.66
296,2016,5.34,383.13,194.03,134.47
296,2017,6.40,407.63,206.44,143.07
296,2018,6.67,434.84,220.22,152.62
296,2019,6.29,462.17,234.06,162.22
296,2020,3.62,478.91,242.54,168.09
296,2021,10.98,531.48,269.16,186.54
296,2022,20.38,639.79,324.02,224.56
296,2023,9.15,698.32,353.66,245.10
297,1976,.,100.00,48.17,34.35
297,1977,0.63,100.63,48.47,34.57
297,1978,8.44,109.12,52.56,37.48
297,1979,7.74,117.56,56.63,40.38
297,1980,7.23,126.06,60.73,43.30
297,1981,8.13,136.30,65.66,46.82
297,1982,3.24,140.73,67.79,48.34
297,1983,5.13,147.94,71.27,50.82
297,1984,2.78,152.05,73.25,52.23
297,1985,6.91,162.55,78.31,55.84
297,1986,6.96,173.87,83.75,59.72
297,1987,5.41,183.26,88.28,62.95
297,1988,6.89,195.90,94.37,67.29
297,1989,2.99,201.76,97.19,69.30
297,1990,2.89,207.59,100.00,71.31
297,1991,2.60,212.99,102.60,73.16
297,1992,1.44,216.06,104.08,74.22
297,1993,1.71,219.75,105.86,75.48
297,1994,2.31,224.82,108.30,77.23
297,1995,4.24,234.37,112.90,80.51
297,1996,4.52,244.95,118.00,84.14
297,1997,5.10,257.43,124.01,88.43
297,1998,4.46,268.91,129.54,92.37
297,1999,4.11,279.97,134.86,96.17
297,2000,3.98,291.12,140.24,100.00
297,2001,4.61,304.53,146.70,104.61
297,2002,2.34,311.64,150.12,107.05
297,2003,1.42,316.06,152.25,108.57
297,2004,2.46,323.84,156.00,111.24
297,2005,3.54,335.31,161.52,115.18
297,2006,6.02,355.49,171.25,122.11
