Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
90022,2014,20.77,805.24,200.51,204.45
90022,2015,5.36,848.42,211.27,215.41
90022,2016,10.36,936.36,233.16,237.74
90022,2017,6.69,999.00,248.76,253.64
90022,2018,10.07,1099.64,273.82,279.20
90022,2019,5.60,1161.24,289.16,294.84
90022,2020,4.88,1217.89,303.27,309.22
90022,2021,11.31,1355.69,337.58,344.21
90022,2022,12.13,1520.18,378.54,385.97
90022,2023,3.89,1579.32,393.27,400.99
90023,1978,.,100.00,24.55,25.07
90023,1979,24.55,124.55,30.58,31.23
90023,1980,22.35,152.39,37.41,38.21
90023,1981,6.46,162.23,39.83,40.68
90023,1982,-12.68,141.66,34.78,35.52
90023,1983,33.98,189.79,46.59,47.59
90023,1984,-0.29,189.24,46.46,47.45
90023,1985,8.35,205.05,50.34,51.41
90023,1986,9.00,223.50,54.87,56.04
90023,1987,13.23,253.06,62.13,63.45
90023,1988,14.91,290.79,71.39,72.91
90023,1989,22.85,357.23,87.70,89.57
90023,1990,14.03,407.33,100.00,102.13
90023,1991,4.28,424.79,104.28,106.51
90023,1992,-3.28,410.86,100.87,103.02
90023,1993,-4.26,393.37,96.57,98.63
90023,1994,-1.57,387.18,95.05,97.08
90023,1995,-3.34,374.23,91.87,93.83
90023,1996,-2.31,365.60,89.75,91.67
90023,1997,-0.82,362.60,89.02,90.92
90023,1998,6.05,384.52,94.40,96.42
90023,1999,-0.66,381.99,93.78,95.78
90023,2000,4.41,398.82,97.91,100.00
90023,2001,8.28,431.85,106.02,108.28
90023,2002,10.59,477.59,117.25,119.75
90023,2003,13.35,541.34,132.90,135.74
90023,2004,23.02,665.94,163.49,166.98
90023,2005,35.29,900.98,221.19,225.91
90023,2006,19.58,1077.37,264.49,270.14
90023,2007,7.79,1161.31,285.10,291.19
90023,2008,-18.49,946.58,232.38,237.35
90023,2009,-33.52,629.26,154.48,157.78
90023,2010,-2.09,616.14,151.26,154.49
90023,2011,-0.76,611.45,150.11,153.32
90023,2012,0.32,613.44,150.60,153.81
90023,2013,15.12,706.20,173.37,177.07
90023,2014,15.94,818.78,201.01,205.30
90023,2015,3.92,850.84,208.88,213.34
90023,2016,14.60,975.05,239.37,244.48
90023,2017,12.68,1098.73,269.74,275.50
90023,2018,4.75,1150.90,282.54,288.58
90023,2019,10.98,1277.25,313.56,320.26
90023,2020,4.92,1340.11,329.00,336.02
90023,2021,10.98,1487.27,365.12,372.92
90023,2022,17.90,1753.55,430.49,439.68
90023,2023,3.31,1811.51,444.72,454.22
90024,1986,.,100.00,43.62,41.58
90024,1987,32.17,132.17,57.66,54.96
90024,1988,37.02,181.10,79.00,75.31
90024,1989,22.01,220.96,96.39,91.88
90024,1990,3.74,229.23,100.00,95.32
90024,1991,-1.91,224.86,98.09,93.50
90024,1992,-9.66,203.14,88.62,84.47
90024,1993,-11.75,179.27,78.20,74.55
90024,1994,-3.75,172.55,75.27,71.75
90024,1995,7.17,184.92,80.67,76.90
90024,1996,-12.97,160.93,70.20,66.92
90024,1997,34.42,216.32,94.36,89.95
90024,1998,-6.76,201.70,87.99,83.87
90024,1999,13.05,228.02,99.47,94.82
90024,2000,5.47,240.48,104.91,100.00
90024,2001,5.96,254.81,111.16,105.96
90024,2002,4.73,266.87,116.42,110.97
90024,2003,4.50,278.89,121.66,115.97
90024,2004,14.41,319.07,139.19,132.68
90024,2005,5.94,338.04,147.46,140.57
90024,2006,37.35,464.29,202.54,193.07
90024,2007,0.79,467.96,204.14,194.59
90024,2008,1.43,474.65,207.06,197.38
90024,2009,-12.29,416.34,181.62,173.13
90024,2010,-3.28,402.67,175.66,167.44
90024,2011,0.43,404.39,176.41,168.16
90024,2012,2.26,413.53,180.40,171.96
90024,2013,7.46,444.39,193.86,184.79
90024,2014,.,.,.,.
90024,2015,.,.,.,.
90024,2016,.,.,.,.
90024,2017,.,543.56,237.12,226.03
90024,2018,.,.,.,.
90024,2019,.,.,.,.
90024,2020,.,336.77,146.91,140.04
90024,2021,1.55,342.00,149.19,142.22
90024,2022,.,.,.,.
90024,2023,.,.,.,.
90025,1986,.,100.00,52.28,47.18
90025,1987,7.77,107.77,56.34,50.85
90025,1988,37.58,148.26,77.51,69.95
90025,1989,23.50,183.11,95.73,86.40
90025,1990,4.47,191.28,100.00,90.25
90025,1991,-0.28,190.75,99.72,90.00
90025,1992,-5.57,180.13,94.17,84.99
90025,1993,-14.15,154.64,80.85,72.97
90025,1994,-7.12,143.64,75.09,67.77
90025,1995,-4.28,137.49,71.88,64.87
90025,1996,1.30,139.28,72.81,65.72
90025,1997,10.19,153.47,80.23,72.41
90025,1998,18.29,181.55,94.91,85.66
90025,1999,4.60,189.90,99.28,89.60
90025,2000,11.61,211.94,110.80,100.00
90025,2001,12.47,238.36,124.61,112.47
90025,2002,9.51,261.04,136.47,123.17
90025,2003,11.60,291.30,152.29,137.45
90025,2004,19.16,347.11,181.46,163.78
90025,2005,19.16,413.59,216.22,195.15
90025,2006,10.67,457.74,239.30,215.98
90025,2007,2.05,467.13,244.21,220.40
90025,2008,-4.59,445.69,233.00,210.29
90025,2009,-9.30,404.23,211.33,190.73
90025,2010,3.03,416.47,217.72,196.50
90025,2011,-2.28,406.98,212.76,192.03
90025,2012,-0.44,405.17,211.82,191.17
90025,2013,10.43,447.45,233.92,211.12
90025,2014,22.08,546.23,285.56,257.73
90025,2015,-5.34,517.08,270.32,243.97
90025,2016,17.32,606.62,317.13,286.22
90025,2017,5.68,641.10,335.16,302.49
90025,2018,-0.77,636.14,332.56,300.15
90025,2019,13.40,721.40,377.14,340.38
90025,2020,-11.13,641.08,335.15,302.48
90025,2021,-5.88,603.42,315.46,284.71
90025,2022,.,.,.,.
90025,2023,.,.,.,.
90026,1977,.,100.00,21.51,18.82
90026,1978,35.44,135.44,29.14,25.49
90026,1979,11.57,151.11,32.51,28.44
90026,1980,22.14,184.56,39.71,34.73
90026,1981,-2.49,179.96,38.72,33.87
90026,1982,8.33,194.95,41.94,36.69
90026,1983,7.03,208.65,44.89,39.26
90026,1984,1.78,212.36,45.69,39.96
90026,1985,7.89,229.12,49.29,43.12
90026,1986,9.67,251.26,54.06,47.28
90026,1987,12.75,283.31,60.95,53.31
90026,1988,18.40,335.44,72.17,63.13
90026,1989,26.74,425.13,91.46,80.00
90026,1990,9.34,464.83,100.00,87.47
90026,1991,2.99,478.71,102.99,90.09
90026,1992,-2.07,468.82,100.86,88.22
90026,1993,-8.71,427.96,92.07,80.54
90026,1994,-10.23,384.17,82.65,72.29
90026,1995,0.71,386.90,83.23,72.81
90026,1996,-4.68,368.80,79.34,69.40
90026,1997,0.53,370.76,79.76,69.77
90026,1998,16.51,431.97,92.93,81.29
90026,1999,8.50,468.67,100.83,88.20
90026,2000,13.38,531.39,114.32,100.00
90026,2001,13.04,600.66,129.22,113.04
90026,2002,14.37,686.98,147.79,129.28
90026,2003,14.27,785.03,168.89,147.73
90026,2004,23.82,972.02,209.11,182.92
90026,2005,30.37,1267.23,272.62,238.47
90026,2006,12.86,1430.14,307.67,269.13
90026,2007,3.88,1485.59,319.60,279.57
90026,2008,-10.82,1324.78,285.01,249.30
90026,2009,-14.27,1135.73,244.34,213.73
90026,2010,0.66,1143.20,245.94,215.13
90026,2011,-0.52,1137.23,244.66,214.01
90026,2012,2.23,1162.61,250.12,218.79
90026,2013,10.00,1278.90,275.14,240.67
90026,2014,17.52,1502.98,323.34,282.84
90026,2015,8.03,1623.70,349.31,305.56
90026,2016,9.10,1771.44,381.10,333.36
90026,2017,6.31,1883.16,405.13,354.38
90026,2018,9.01,2052.89,441.65,386.33
90026,2019,5.21,2159.91,464.67,406.47
90026,2020,-0.23,2154.99,463.61,405.54
90026,2021,4.19,2245.32,483.05,422.54
90026,2022,12.11,2517.23,541.54,473.71
90026,2023,5.65,2659.34,572.12,500.45
90027,1979,.,100.00,35.47,30.57
90027,1980,12.93,112.93,40.05,34.52
90027,1981,29.14,145.83,51.73,44.58
90027,1982,-40.56,86.68,30.74,26.50
90027,1983,41.60,122.73,43.53,37.52
90027,1984,7.84,132.36,46.95,40.46
90027,1985,7.70,142.55,50.56,43.58
90027,1986,4.32,148.70,52.74,45.46
90027,1987,10.61,164.49,58.34,50.28
90027,1988,27.73,210.09,74.52,64.22
90027,1989,28.42,269.80,95.70,82.48
90027,1990,4.50,281.93,100.00,86.19
90027,1991,-0.53,280.44,99.47,85.73
90027,1992,-3.87,269.58,95.62,82.41
90027,1993,-6.92,250.93,89.00,76.71
90027,1994,-12.06,220.67,78.27,67.46
90027,1995,-10.74,196.97,69.86,60.21
90027,1996,12.11,220.83,78.33,67.51
90027,1997,2.92,227.27,80.61,69.48
90027,1998,11.25,252.85,89.68,77.30
90027,1999,13.06,285.88,101.40,87.39
90027,2000,14.43,327.12,116.03,100.00
90027,2001,12.01,366.40,129.96,112.01
90027,2002,10.26,404.00,143.30,123.50
90027,2003,11.42,450.14,159.66,137.61
90027,2004,18.74,534.48,189.58,163.39
90027,2005,19.58,639.15,226.70,195.39
90027,2006,16.17,742.50,263.36,226.98
90027,2007,-1.68,730.02,258.93,223.16
90027,2008,-4.91,694.14,246.21,212.20
90027,2009,-3.99,666.43,236.38,203.73
90027,2010,-2.29,651.16,230.96,199.06
90027,2011,-0.25,649.57,230.40,198.57
90027,2012,4.59,679.36,240.96,207.68
90027,2013,8.60,737.79,261.69,225.54
90027,2014,12.08,826.90,293.30,252.78
90027,2015,6.86,883.67,313.43,270.14
90027,2016,8.67,960.26,340.60,293.55
90027,2017,3.75,996.26,353.37,304.55
90027,2018,10.12,1097.12,389.14,335.39
90027,2019,3.64,1137.06,403.31,347.60
90027,2020,-8.45,1040.96,369.22,318.22
90027,2021,-1.22,1028.23,364.71,314.33
90027,2022,15.64,1189.01,421.74,363.48
90027,2023,-1.06,1176.41,417.27,359.63
90028,1992,.,100.00,.,84.74
90028,1993,-12.08,87.92,.,74.51
90028,1994,6.93,94.01,.,79.67
90028,1995,-30.30,65.53,.,55.53
90028,1996,20.57,79.00,.,66.95
90028,1997,3.97,82.14,.,69.61
90028,1998,21.04,99.42,.,84.25
90028,1999,2.68,102.09,.,86.51
90028,2000,15.59,118.00,.,100.00
90028,2001,22.00,143.97,.,122.00
90028,2002,23.12,177.24,.,150.20
90028,2003,-0.80,175.82,.,149.00
90028,2004,36.64,240.24,.,203.59
90028,2005,29.46,311.01,.,263.57
90028,2006,11.71,347.42,.,294.42
90028,2007,-2.71,338.00,.,286.43
90028,2008,-18.12,276.76,.,234.54
90028,2009,-12.75,241.48,.,204.64
90028,2010,9.27,263.86,.,223.61
90028,2011,-6.27,247.33,.,209.60
90028,2012,10.71,273.82,.,232.05
90028,2013,5.95,290.12,.,245.86
90028,2014,24.81,362.11,.,306.87
90028,2015,7.30,388.54,.,329.26
90028,2016,-1.00,384.65,.,325.97
90028,2017,13.61,437.01,.,370.34
90028,2018,4.91,458.47,.,388.53
90028,2019,3.06,472.48,.,400.40
90028,2020,10.15,520.44,.,441.05
90028,2021,5.20,547.49,.,463.97
90028,2022,.,.,.,.
90028,2023,.,.,.,.
90029,1985,.,100.00,48.60,49.58
90029,1986,12.28,112.28,54.57,55.66
90029,1987,8.28,121.57,59.09,60.27
90029,1988,22.20,148.56,72.20,73.65
90029,1989,30.38,193.69,94.14,96.02
90029,1990,6.23,205.75,100.00,102.00
90029,1991,-2.31,201.00,97.69,99.65
90029,1992,-3.11,194.74,94.65,96.55
90029,1993,-11.00,173.33,84.24,85.93
90029,1994,-9.78,156.37,76.00,77.52
90029,1995,-15.19,132.62,64.46,65.75
90029,1996,1.13,134.12,65.18,66.49
90029,1997,14.53,153.61,74.66,76.15
90029,1998,7.66,165.37,80.38,81.98
90029,1999,2.71,169.85,82.55,84.21
90029,2000,18.76,201.71,98.04,100.00
90029,2001,13.11,228.15,110.89,113.11
90029,2002,12.58,256.84,124.83,127.33
90029,2003,18.58,304.55,148.02,150.98
90029,2004,23.42,375.88,182.69,186.34
90029,2005,19.90,450.69,219.05,223.43
90029,2006,23.35,555.91,270.19,275.60
90029,2007,2.10,567.59,275.87,281.39
90029,2008,-8.33,520.33,252.90,257.96
90029,2009,-19.82,417.21,202.78,206.84
90029,2010,-4.36,399.02,193.94,197.82
90029,2011,-0.65,396.44,192.68,196.54
90029,2012,-0.35,395.07,192.02,195.86
90029,2013,7.12,423.19,205.68,209.80
90029,2014,23.92,524.44,254.89,259.99
90029,2015,7.46,563.55,273.90,279.38
90029,2016,12.23,632.49,307.41,313.56
90029,2017,8.97,689.26,335.00,341.70
90029,2018,6.95,737.16,358.28,365.45
90029,2019,3.58,763.58,371.12,378.55
90029,2020,7.94,824.17,400.58,408.59
90029,2021,4.80,863.73,419.80,428.20
90029,2022,10.21,951.92,462.67,471.92
90029,2023,4.45,994.24,483.23,492.90
90031,1978,.,100.00,27.28,28.24
90031,1979,21.66,121.66,33.19,34.36
90031,1980,24.81,151.84,41.42,42.88
90031,1981,7.60,163.38,44.57,46.14
90031,1982,3.47,169.05,46.12,47.74
90031,1983,2.21,172.79,47.14,48.80
90031,1984,8.52,187.51,51.15,52.96
90031,1985,5.67,198.13,54.05,55.96
90031,1986,3.79,205.64,56.10,58.08
90031,1987,12.58,231.51,63.16,65.38
90031,1988,22.09,282.66,77.11,79.83
90031,1989,24.60,352.20,96.08,99.47
90031,1990,4.08,366.57,100.00,103.53
90031,1991,4.37,382.61,104.37,108.06
90031,1992,-0.71,379.89,103.63,107.29
90031,1993,-7.12,352.85,96.26,99.65
90031,1994,-4.15,338.20,92.26,95.52
90031,1995,-10.59,302.38,82.49,85.40
90031,1996,-3.85,290.74,79.31,82.11
90031,1997,3.18,299.98,81.83,84.72
90031,1998,4.41,313.20,85.44,88.45
90031,1999,5.72,331.11,90.33,93.51
90031,2000,6.94,354.08,96.59,100.00
90031,2001,14.64,405.93,110.74,114.64
90031,2002,13.94,462.54,126.18,130.63
90031,2003,14.75,530.78,144.80,149.90
90031,2004,23.89,657.57,179.38,185.71
90031,2005,34.37,883.59,241.04,249.55
90031,2006,18.46,1046.72,285.54,295.62
90031,2007,6.90,1118.94,305.24,316.01
90031,2008,-18.99,906.43,247.27,255.99
90031,2009,-23.02,697.80,190.36,197.08
90031,2010,-4.56,665.99,181.68,188.09
90031,2011,-0.64,661.74,180.52,186.89
90031,2012,1.22,669.78,182.72,189.16
90031,2013,18.66,794.77,216.81,224.46
90031,2014,18.54,942.10,257.00,266.07
90031,2015,9.38,1030.44,281.10,291.02
90031,2016,8.79,1120.99,305.80,316.59
90031,2017,14.91,1288.10,351.39,363.79
90031,2018,7.68,1387.01,378.37,391.72
90031,2019,6.18,1472.75,401.76,415.94
90031,2020,2.44,1508.75,411.58,426.11
90031,2021,13.01,1705.03,465.13,481.54
90031,2022,14.58,1953.69,532.96,551.76
90031,2023,2.70,2006.38,547.34,566.65
90032,1976,.,100.00,19.97,19.94
90032,1977,23.44,123.44,24.65,24.62
90032,1978,11.67,137.85,27.52,27.49
90032,1979,25.34,172.79,34.50,34.46
90032,1980,21.00,209.07,41.74,41.69
90032,1981,3.03,215.42,43.01,42.96
90032,1982,-25.88,159.66,31.88,31.84
90032,1983,51.31,241.58,48.23,48.18
90032,1984,-3.44,233.27,46.57,46.52
90032,1985,14.77,267.73,53.45,53.39
90032,1986,1.62,272.06,54.32,54.26
90032,1987,12.50,306.06,61.11,61.04
90032,1988,21.97,373.29,74.53,74.44
90032,1989,22.46,457.15,91.27,91.17
90032,1990,9.56,500.86,100.00,99.89
90032,1991,2.67,514.23,102.67,102.55
90032,1992,-0.11,513.68,102.56,102.44
90032,1993,-2.62,500.20,99.87,99.75
90032,1994,-5.84,470.97,94.03,93.92
90032,1995,-8.56,430.66,85.98,85.89
90032,1996,0.88,434.47,86.74,86.64
90032,1997,-4.33,415.67,82.99,82.90
90032,1998,11.61,463.95,92.63,92.52
90032,1999,3.26,479.05,95.65,95.54
90032,2000,4.67,501.44,100.11,100.00
90032,2001,9.80,550.56,109.92,109.80
90032,2002,12.95,621.88,124.16,124.02
90032,2003,15.81,720.17,143.79,143.62
90032,2004,30.35,938.73,187.42,187.21
90032,2005,29.13,1212.16,242.01,241.74
90032,2006,19.67,1450.65,289.63,289.30
90032,2007,2.00,1479.67,295.42,295.08
90032,2008,-14.13,1270.55,253.67,253.38
90032,2009,-22.48,984.97,196.65,196.43
90032,2010,-6.42,921.75,184.03,183.82
90032,2011,-3.29,891.41,177.97,177.77
90032,2012,1.91,908.46,181.38,181.17
90032,2013,15.55,1049.76,209.59,209.35
90032,2014,18.60,1245.03,248.58,248.29
90032,2015,6.66,1327.94,265.13,264.83
90032,2016,13.80,1511.20,301.72,301.37
90032,2017,13.49,1715.10,342.43,342.04
90032,2018,9.82,1883.60,376.07,375.64
90032,2019,5.05,1978.78,395.07,394.62
90032,2020,5.21,2081.78,415.64,415.16
90032,2021,10.79,2306.36,460.48,459.95
90032,2022,15.89,2672.74,533.63,533.02
90032,2023,2.14,2730.06,545.07,544.45
90033,1985,.,100.00,54.16,54.32
90033,1986,9.46,109.46,59.29,59.46
90033,1987,4.42,114.29,61.91,62.09
90033,1988,15.84,132.40,71.71,71.92
90033,1989,21.83,161.30,87.37,87.62
90033,1990,14.46,184.62,100.00,100.29
90033,1991,8.52,200.36,108.52,108.84
90033,1992,-3.63,193.07,104.58,104.88
90033,1993,-3.95,185.44,100.44,100.74
90033,1994,-0.50,184.52,99.94,100.24
90033,1995,1.24,186.80,101.18,101.48
90033,1996,-12.88,162.75,88.15,88.41
90033,1997,-21.93,127.05,68.82,69.02
90033,1998,42.01,180.43,97.73,98.01
90033,1999,2.08,184.17,99.75,100.05
90033,2000,-0.05,184.08,99.71,100.00
90033,2001,10.44,203.31,110.12,110.44
90033,2002,9.86,223.36,120.98,121.34
90033,2003,14.71,256.22,138.78,139.19
90033,2004,19.91,307.24,166.41,166.90
90033,2005,36.17,418.36,226.60,227.27
90033,2006,25.20,523.80,283.71,284.55
90033,2007,5.42,552.21,299.10,299.98
90033,2008,-13.93,475.27,257.42,258.18
90033,2009,-30.80,328.89,178.14,178.66
90033,2010,-9.08,299.01,161.96,162.43
90033,2011,0.70,301.11,163.09,163.57
90033,2012,-5.60,284.25,153.96,154.41
90033,2013,13.16,321.64,174.21,174.73
90033,2014,22.35,393.54,213.16,213.79
90033,2015,11.60,439.21,237.89,238.59
90033,2016,11.74,490.77,265.82,266.60
90033,2017,11.04,544.96,295.17,296.04
90033,2018,9.31,595.70,322.65,323.60
90033,2019,11.76,665.73,360.59,361.65
90033,2020,0.37,668.20,361.92,362.99
90033,2021,14.77,766.88,415.37,416.60
90033,2022,9.42,839.15,454.52,455.86
90033,2023,4.91,880.32,476.82,478.22
90034,1975,.,100.00,13.12,12.10
90034,1976,33.43,133.43,17.50,16.14
90034,1977,20.35,160.58,21.06,19.42
90034,1978,26.60,203.29,26.67,24.59
90034,1979,26.61,257.39,33.76,31.13
90034,1980,13.48,292.09,38.32,35.33
90034,1981,22.37,357.43,46.89,43.24
90034,1982,-21.92,279.08,36.61,33.76
90034,1983,16.41,324.87,42.62,39.30
90034,1984,0.77,327.36,42.94,39.60
90034,1985,6.96,350.16,45.93,42.36
90034,1986,7.44,376.21,49.35,45.51
90034,1987,16.01,436.44,57.25,52.79
90034,1988,30.37,568.98,74.64,68.83
90034,1989,25.47,713.90,93.65,86.36
90034,1990,6.78,762.32,100.00,92.21
90034,1991,-1.46,751.15,98.54,90.86
90034,1992,-4.78,715.24,93.82,86.52
90034,1993,-10.60,639.39,83.87,77.34
90034,1994,-10.87,569.90,74.76,68.94
90034,1995,-7.20,528.88,69.38,63.98
90034,1996,1.23,535.37,70.23,64.76
90034,1997,5.19,563.19,73.88,68.13
90034,1998,18.13,665.28,87.27,80.48
90034,1999,7.23,713.41,93.58,86.30
90034,2000,15.88,826.68,108.44,100.00
90034,2001,8.48,896.75,117.64,108.48
90034,2002,14.27,1024.70,134.42,123.95
90034,2003,10.91,1136.44,149.08,137.47
90034,2004,18.60,1347.83,176.81,163.04
90034,2005,29.03,1739.07,228.13,210.37
90034,2006,13.13,1967.37,258.08,237.99
90034,2007,-2.24,1923.26,252.29,232.65
90034,2008,-8.23,1765.05,231.54,213.51
90034,2009,-7.39,1634.57,214.42,197.73
90034,2010,-1.40,1611.66,211.42,194.96
90034,2011,-2.76,1567.13,205.57,189.57
90034,2012,2.60,1607.85,210.92,194.49
90034,2013,8.67,1747.29,229.21,211.36
90034,2014,12.87,1972.16,258.71,238.56
90034,2015,8.85,2146.78,281.61,259.69
90034,2016,9.63,2353.52,308.73,284.70
90034,2017,8.38,2550.78,334.61,308.56
90034,2018,10.89,2828.47,371.04,342.15
90034,2019,1.48,2870.22,376.51,347.20
90034,2020,-2.88,2787.47,365.66,337.19
90034,2021,-2.45,2719.24,356.71,328.94
90034,2022,8.64,2954.23,387.53,357.36
90034,2023,9.79,3243.31,425.45,392.33
90035,1976,.,100.00,13.71,13.59
90035,1977,25.47,125.47,17.20,17.05
90035,1978,27.67,160.19,21.95,21.77
90035,1979,28.52,205.87,28.22,27.97
90035,1980,18.88,244.74,33.54,33.26
90035,1981,.,.,.,.
90035,1982,.,218.12,29.89,29.64
90035,1983,30.27,284.15,38.94,38.61
90035,1984,2.76,292.00,40.02,39.68
90035,1985,2.49,299.27,41.02,40.67
90035,1986,7.37,321.33,44.04,43.66
90035,1987,17.39,377.22,51.70,51.26
90035,1988,28.94,486.39,66.66,66.09
90035,1989,38.30,672.69,92.19,91.41
90035,1990,8.47,729.65,100.00,99.15
90035,1991,-11.60,645.02,88.40,87.65
90035,1992,-0.74,640.26,87.75,87.00
90035,1993,-13.67,552.72,75.75,75.11
90035,1994,-12.50,483.62,66.28,65.72
90035,1995,0.98,488.35,66.93,66.36
90035,1996,-2.98,473.78,64.93,64.38
90035,1997,9.42,518.41,71.05,70.44
90035,1998,15.36,598.03,81.96,81.26
90035,1999,6.84,638.93,87.57,86.82
90035,2000,15.18,735.92,100.86,100.00
90035,2001,13.88,838.09,114.86,113.88
90035,2002,9.63,918.81,125.93,124.85
90035,2003,12.75,1035.94,141.98,140.77
90035,2004,20.57,1249.05,171.19,169.73
90035,2005,25.02,1561.52,214.01,212.19
90035,2006,12.50,1756.72,240.76,238.71
90035,2007,-0.04,1756.05,240.67,238.62
90035,2008,-8.06,1614.48,221.27,219.38
90035,2009,-8.47,1477.78,202.53,200.81
90035,2010,-0.31,1473.23,201.91,200.19
90035,2011,-0.85,1460.67,200.19,198.48
90035,2012,0.64,1469.95,201.46,199.74
90035,2013,7.68,1582.84,216.93,215.08
90035,2014,20.07,1900.46,260.46,258.24
90035,2015,2.05,1939.37,265.79,263.53
90035,2016,10.10,2135.17,292.63,290.13
90035,2017,8.29,2312.24,316.90,314.20
90035,2018,8.18,2501.30,342.81,339.89
90035,2019,-8.90,2278.64,312.29,309.63
90035,2020,-0.10,2276.40,311.99,309.33
90035,2021,-0.89,2256.08,309.20,306.56
90035,2022,20.14,2710.56,371.49,368.32
90035,2023,.,.,.,.
90036,1979,.,100.00,32.82,29.89
90036,1980,31.34,131.34,43.11,39.26
90036,1981,-19.54,105.67,34.68,31.59
90036,1982,.,.,.,.
90036,1983,.,135.88,44.60,40.62
90036,1984,-13.24,117.88,38.69,35.24
90036,1985,9.16,128.69,42.24,38.47
90036,1986,14.54,147.40,48.38,44.06
90036,1987,6.05,156.32,51.30,46.73
90036,1988,31.02,204.81,67.22,61.23
90036,1989,37.26,281.12,92.27,84.04
90036,1990,8.38,304.69,100.00,91.09
90036,1991,-5.65,287.49,94.35,85.94
90036,1992,-3.37,277.79,91.17,83.04
90036,1993,-12.73,242.42,79.56,72.47
90036,1994,-14.20,208.00,68.27,62.18
90036,1995,4.22,216.77,71.14,64.80
90036,1996,-7.23,201.09,66.00,60.12
90036,1997,11.93,225.08,73.87,67.29
90036,1998,20.30,270.78,88.87,80.95
90036,1999,9.91,297.63,97.68,88.97
90036,2000,12.39,334.51,109.79,100.00
90036,2001,15.22,385.42,126.50,115.22
90036,2002,7.75,415.29,136.30,124.15
90036,2003,13.25,470.29,154.35,140.59
90036,2004,12.89,530.91,174.25,158.71
90036,2005,33.81,710.42,233.16,212.38
90036,2006,14.10,810.62,266.05,242.33
90036,2007,1.01,818.81,268.74,244.78
90036,2008,-8.79,746.81,245.11,223.26
90036,2009,-9.18,678.24,222.60,202.76
90036,2010,2.09,692.38,227.24,206.99
90036,2011,-1.13,684.57,224.68,204.65
90036,2012,0.83,690.27,226.55,206.35
90036,2013,9.59,756.47,248.28,226.14
90036,2014,15.66,874.90,287.15,261.55
90036,2015,11.23,973.12,319.38,290.91
90036,2016,1.96,992.21,325.65,296.62
90036,2017,-3.35,959.02,314.75,286.69
90036,2018,8.39,1039.46,341.15,310.74
90036,2019,-11.84,916.41,300.77,273.96
90036,2020,-7.02,852.11,279.66,254.73
90036,2021,3.36,880.76,289.07,263.30
90036,2022,-16.66,734.00,240.90,219.43
90036,2023,.,.,.,.
90037,1979,.,100.00,31.20,28.71
90037,1980,23.48,123.48,38.52,35.45
90037,1981,19.57,147.64,46.06,42.38
90037,1982,3.55,152.88,47.69,43.89
90037,1983,7.54,164.41,51.29,47.20
90037,1984,2.58,168.64,52.61,48.41
90037,1985,4.36,176.00,54.91,50.52
90037,1986,5.29,185.31,57.81,53.20
90037,1987,11.69,206.98,64.57,59.42
90037,1988,8.10,223.75,69.80,64.23
90037,1989,18.13,264.32,82.46,75.88
90037,1990,21.28,320.55,100.00,92.02
90037,1991,4.84,336.07,104.84,96.47
90037,1992,1.43,340.89,106.34,97.86
90037,1993,0.48,342.53,106.86,98.33
90037,1994,-4.67,326.52,101.86,93.73
90037,1995,2.00,333.05,103.90,95.61
90037,1996,-2.65,324.23,101.15,93.08
90037,1997,2.49,332.31,103.67,95.39
90037,1998,1.45,337.13,105.17,96.78
90037,1999,6.23,358.15,111.73,102.81
90037,2000,-2.74,348.35,108.67,100.00
90037,2001,12.50,391.89,122.25,112.50
90037,2002,10.01,431.14,134.50,123.77
90037,2003,13.84,490.82,153.12,140.90
90037,2004,34.06,657.98,205.26,188.88
90037,2005,34.14,882.60,275.34,253.37
90037,2006,25.56,1108.20,345.72,318.13
90037,2007,5.27,1166.59,363.93,334.89
90037,2008,-17.65,960.67,299.69,275.78
90037,2009,-34.29,631.23,196.92,181.21
90037,2010,-9.04,574.19,179.13,164.83
90037,2011,-3.62,553.43,172.65,158.87
90037,2012,1.06,559.27,174.47,160.55
90037,2013,14.44,640.04,199.67,183.74
90037,2014,16.72,747.06,233.05,214.46
90037,2015,10.09,822.42,256.56,236.09
90037,2016,12.61,926.16,288.93,265.87
90037,2017,11.04,1028.38,320.81,295.22
